,sentence,label
2591,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .",positive
2592,Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,neutral
2593,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative
2594,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative
2595,The options might include a partial or total divestment of their shareholdings in Ovako .,neutral
2596,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",positive
2597,"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",positive
2598,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",neutral
2599,Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive
2600,NetCom expects to complete Turbo 3G deployment in these areas this year .,neutral
2601,"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",neutral
2602,Philips was not available to comment on the report .,neutral
2603,"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year .",neutral
2604,Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,positive
2605,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral
2606,"According to Saarioinen 's Managing Director Ilkka M+Ã±kel+Ã± , the food industry sector has a significant excess of production machinery .",neutral
2607,The shops are located in the capital region and the Paijat-Hame region .,neutral
2608,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,negative
2609,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative
2610,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative
2611,Technopolis is Europe 's leading operator of technoparks .,positive
2612,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative
2613,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",neutral
2614,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral
2615,"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive
2616,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral
2617,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",negative
2618,"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",neutral
2619,"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",neutral
2620,The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,neutral
2621,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral
2622,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",neutral
2623,The effect of the savings will be noticeable as of the beginning of 2010 .,positive
2624,"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral
2625,"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",positive
2626,"When the product is manufactured in Finland , it is also packed in the country .",neutral
2627,Aspo 's net sales in 2006 totaled EUR 225.9 million .,neutral
2628,Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,positive
2629,Curators have divided their material into eight themes .,neutral
2630,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive
2631,"As a domestic business , Best-In is already close to Finnish dog owners .",positive
2632,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative
2633,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative
2634,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",neutral
2635,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral
2636,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .",positive
2637,"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit .",neutral
2638,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,neutral
2639,"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive
2640,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",positive
2641,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative
2642,"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral
2643,"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",positive
2644,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive
2645,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",positive
2646,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral
2647,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",neutral
2648,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",neutral
2649,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .",neutral
2650,"Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law .",neutral
2651,"After piloting , the instrument will be further developed according to the experiences gained .",neutral
2652,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral
2653,"The total value of the agreement is USD4 .0 m , the company said .",neutral
2654,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive
2655,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral
2656,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive
2657,"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral
2658,"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive
2659,The new policy was also aimed at making the companies more profitable and competitive .,positive
2660,"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive
2661,"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",neutral
2662,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral
2663,"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",neutral
2664,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive
2665,Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .,neutral
2666,The Finnish company Stockmann has signed the contract with the company Technopolis .,neutral
2667,The solution will now be expanded to include all ground staff tasks .,neutral
2668,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",neutral
2669,The issuer is solely responsible for the content of this announcement .,neutral
2670,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",positive
2671,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral
2672,The size of a cider bottle will remain unchanged .,neutral
2673,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative
2674,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .",neutral
2675,Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral
2676,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive
2677,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",neutral
2678,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",neutral
2679,"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",neutral
2680,The chain is to unite 45-50 centres by the end of 2008 .,neutral
2681,"Department store sales improved by 14 % to EUR 1,070.6 mn .",positive
2682,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral
2683,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,neutral
2684,In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,negative
2685,"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",neutral
2686,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",neutral
2687,"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral
2688,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral
2689,`` This is a win for all OEMs targeting to develop WiMAX products .,positive
2690,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive
2691,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral
2692,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive
2693,"In this case , the effect would be negative in Finland .",negative
2694,The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral
2695,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive
2696,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive
2697,These restrictions do not apply to statutory dividends .,neutral
2698,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",neutral
2699,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral
2700,"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",neutral
2701,"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range .",neutral
2702,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral
2703,Halonen 's office acknowledged receiving the letter but declined comment .,neutral
2704,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral
2705,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive
2706,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive
2707,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,positive
2708,The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral
2709,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral
2710,"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",positive
2711,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,negative
2712,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",positive
2713,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral
2714,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive
2715,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",positive
2716,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral
2717,`` It wo n't happen overnight .,neutral
2718,"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",neutral
2719,"According to Sepp+Ã±nen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",positive
2720,Market data and analytics are derived from primary and secondary research .,neutral
2721,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,neutral
2722,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral
2723,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",neutral
2724,"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",neutral
2725,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",positive
2726,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral
2727,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive
2728,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",positive
2729,The financial details of the transaction were not disclosed .,neutral
2730,The lay-offs will start gradually and will last from one to six weeks .,neutral
2731,"The contract includes software licences , application maintenance and training .",neutral
2732,Finnish Rautaruukki is selling its precision tube and automotive component processing unit Carl Froh in Germany to German Arques Industries .,neutral
2733,You 're not alone .,neutral
2734,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral
2735,Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,neutral
2736,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive
2737,Underground parking facilities will also be built on the basement floor .,neutral
2738,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative
2739,"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .",neutral
2740,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral
2741,1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) .,positive
2742,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral
2743,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive
2744,"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive
2745,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative
2746,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",negative
2747,Total value of the contract is about EUR 10mn .,neutral
2748,"The company operates a U.S. division in Lisle , Ill. .",neutral
2749,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral
2750,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive
2751,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral
2752,"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",positive
2753,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral
2754,"In Finland , Alma Media will focus on quality and developing chain operations .",neutral
2755,"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",neutral
2756,"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .",positive
2757,"The contract value amounts to about EUR11m , the company added .",neutral
2758,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",positive
2759,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral
2760,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",neutral
2761,Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,positive
2762,"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",positive
2763,"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",positive
2764,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",neutral
2765,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,positive
2766,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral
2767,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",neutral
2768,"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",neutral
2769,Clothing chain Sepp+Ã±l+Ã± 's net sales increased by 7.0 % to EUR 30.8 mn .,positive
2770,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",neutral
2771,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",neutral
2772,Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,positive
2773,Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,neutral
2774,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive
2775,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",neutral
2776,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,positive
2777,"Finnish property investment company Citycon will expand and refurbish +Ã kersberga shopping center in Stockholm , in Sweden .",neutral
2778,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",neutral
2779,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative
2780,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,neutral
2781,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A .",neutral
2782,"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",neutral
2783,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,positive
2784,The new technology improves the glass quality and consistency while increasing throughput .,positive
2785,`` Management decided at the end of 2005 to increase cathode copper capacity .,neutral
2786,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,positive
2787,"In January-September 2007 , operating profit totaled EUR 20.5 mn .",neutral
2788,"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",neutral
2789,Less than ten people will face pension agreements .,neutral
2790,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative
2791,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral
2792,Sales fell abroad but increased in Finland .,neutral
2793,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral
2794,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",positive
2795,Marimekko is considering further measures in the matter .,neutral
2796,"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",positive
2797,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral
2798,Okmetic revised its 2010 financial outlook based on its order book .,neutral
2799,"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive
2800,"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral
2801,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative
2802,"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral
2803,"With the new arrangement , customer responsibilities will become mainly regional .",neutral
2804,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive
2805,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive
2806,The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,positive
2807,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral
2808,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive
2809,"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella .",neutral
2810,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral
2811,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive
2812,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative
2813,`` They want my credit card info and my personal details .,neutral
2814,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral
2815,"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",neutral
2816,Elcoteq 's revenues in 2007 were approximately EUR 120 million .,neutral
2817,"The technology will become available to businesses from the fourth quarter , Nokia said .",neutral
2818,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",positive
2819,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive
2820,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,neutral
2821,"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",positive
2822,"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",negative
2823,This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral
2824,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,neutral
2825,Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .,neutral
2826,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",neutral
2827,Customers in a wide range of industries use our stainless steel and services worldwide .,neutral
2828,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive
2829,credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive
2830,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,neutral
2831,`` We 've been feeling quite positive about the region as a whole .,positive
2832,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral
2833,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral
2834,"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",neutral
2835,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive
2836,Why not give your bedroom a cool makeover for summer .,neutral
2837,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",positive
2838,Most of the layoffs will be in Finland .,negative
2839,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",neutral
2840,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative
2841,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral
2842,We are now taking Marimekko there on a distinctly more significant scale .,neutral
2843,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive
2844,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive
2845,"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",positive
2846,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral
2847,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral
2848,The MET is located in the Central Business District ( CBD ) of Bangkok .,neutral
