,Unnamed: 0,sentence,label
517,355,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative
518,546,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",positive
519,441,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral
520,590,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive
521,357,"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",neutral
522,763,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",positive
523,484,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,neutral
524,733,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive
525,408,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",negative
526,743,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,positive
527,591,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral
528,690,"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral
529,273,"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral
530,354,Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,positive
531,138,The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative
532,603,`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive
533,897,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral
534,997,Stora Enso will receive a 19.9 pct equity interest in the combined company .,neutral
535,931,"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral
536,861,"The share capital of Basware Corporation is 11,720,829 .",neutral
537,607,"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive
538,524,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative
539,162,"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",neutral
540,466,Arena Partners Oy is a development company for electronic business .,neutral
541,264,"If needed , she provides also further information on ferry connections and hotels .",neutral
542,495,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",neutral
543,865,The amendment will not incur additional costs .,neutral
544,892,Investments are not disclosed .,neutral
545,804,"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",neutral
546,96,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative
547,776,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,neutral
548,538,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive
549,675,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative
550,838,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",neutral
551,570,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative
552,19,"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .",neutral
553,855,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,negative
554,163,"The familiar blue , white , and red HK seal has received a more authentic look .",neutral
555,51,Operating profit rose to 22.1 mln eur from 19.9 mln .,positive
556,221,"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive
557,131,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative
558,961,The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,neutral
559,593,The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,neutral
560,670,Bioheapleaching makes extraction of metals from low grade ore economically viable .,neutral
561,970,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",negative
562,875,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",positive
563,541,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral
564,345,"Community gardening has become a popular activity , especially to raise vegetables .",neutral
565,380,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .",neutral
566,61,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive
567,371,The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .,neutral
568,206,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative
569,927,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,neutral
570,694,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,neutral
571,810,Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,neutral
572,331,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",neutral
573,758,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative
574,956,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",neutral
575,563,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",positive
576,449,"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",positive
577,799,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative
578,860,"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",neutral
579,181,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,negative
580,54,Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral
581,285,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral
582,846,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",neutral
583,223,"S Group 's loyal customer magazine Yhteishyv+ÃÂ± came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral
584,737,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",neutral
585,594,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive
586,448,The announced restructuring will significantly decrease the Company 's indebtedness .,positive
587,38,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral
588,993,"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",neutral
589,880,`` They want my credit card info and my personal details .,neutral
590,339,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral
591,667,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral
592,79,"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",positive
593,986,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative
594,325,"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",positive
595,306,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive
596,57,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive
597,53,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral
598,493,"Kemira will supply the additional volumes of iron coagulants from the company 's plant at Helsingborg , Sweden .",neutral
599,384,s already good position in the technical building services market in Ostrobothnia .,neutral
600,459,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",neutral
601,151,Juha-Pekka Weckstr+ÃÂm has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,neutral
602,709,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral
603,568,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral
604,958,No planned closing date was provided .,neutral
605,918,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral
606,597,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",neutral
607,571,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,negative
608,700,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive
609,769,"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",positive
610,417,The medium-term operative targets of the company remain unchanged .,neutral
611,673,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,neutral
612,658,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",neutral
613,706,The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,positive
614,539,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative
615,753,"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",neutral
616,611,"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",neutral
617,113,Finnish media group Talentum has issued a profit warning .,negative
618,419,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",neutral
619,730,A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,positive
620,281,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative
621,286,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral
622,728,"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive
623,197,"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral
624,251,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",neutral
625,420,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative
626,966,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive
627,212,"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",positive
628,352,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",neutral
629,225,"128,538 shares can still be subscribed for with Series E share options , max .",neutral
630,44,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral
631,615,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative
632,807,"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",neutral
633,992,"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",neutral
634,592,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,neutral
635,788,"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral
636,246,"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",neutral
637,834,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",neutral
638,141,"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive
639,783,The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral
640,692,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral
641,387,"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",positive
642,932,A total of $ 78 million will be invested in the project .,neutral
643,455,The duration of the lay-offs per employee will vary from one to six weeks .,neutral
644,759,Vacon 's office will support its customers in Brazil and South America .,neutral
645,210,Nokia said the outcome was a `` fair and responsible social plan . '',neutral
646,780,"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports .",neutral
647,272,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive
648,559,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative
649,729,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",positive
650,294,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",neutral
651,825,"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",neutral
652,752,Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,neutral
653,871,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",neutral
654,136,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",neutral
655,81,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative
656,660,"According to HKScan Finland , the plan is to increase J+ÃÂ±rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive
657,691,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive
658,960,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral
659,497,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,neutral
660,208,"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) .",neutral
661,987,"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive
662,534,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral
663,404,The goal is to secure the company 's profitability and competitiveness .,neutral
664,106,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive
665,105,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive
666,349,The group 's net sales in 2007 were EUR683 .6 m.,neutral
667,806,This new partnership agreement represents a significant milestone for both parties .,positive
668,137,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,neutral
669,952,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive
670,535,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative
671,491,The value of the orders is about EUR 25mn .,neutral
672,308,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral
673,575,Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,negative
674,773,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral
675,472,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive
676,122,Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,positive
677,498,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",neutral
678,723,The price will be specified at the completion date .,neutral
679,641,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive
680,648,Absolut Bank is exploring the possibility of further borrowing .,neutral
681,423,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral
682,154,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",negative
683,922,The site will cover over six hectares .,neutral
684,722,"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",neutral
685,40,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive
686,638,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",neutral
687,451,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",neutral
688,565,"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral
689,908,"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive
690,342,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,positive
691,471,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral
692,657,A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,neutral
693,790,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",negative
694,680,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",negative
695,45,"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral
696,429,"Product deliveries will not be interrupted , the refiner said , giving no financial details .",neutral
697,577,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative
698,402,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive
699,639,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive
700,947,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",neutral
701,168,Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative
702,237,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",neutral
703,786,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive
704,754,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative
705,839,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral
706,309,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,positive
707,421,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral
708,558,"`` I 'm happy with the outcome , '' Sneed said after the hearing .",positive
709,492,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",neutral
710,232,He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .,positive
711,422,"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",neutral
712,537,"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",positive
713,262,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,neutral
714,740,"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive
715,661,The deal means that ten persons in three countries will transfer to Tieto .,neutral
716,395,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",positive
717,48,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",neutral
718,585,The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,neutral
719,250,"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral
720,405,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",positive
721,996,A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,neutral
722,874,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive
723,562,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",neutral
724,260,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,neutral
725,576,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative
726,282,"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -ÃÂ¦ s shares outstanding .",neutral
727,953,Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral
728,671,It has80 branches in Finland with annual revenue in Finland of ?,neutral
729,712,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,positive
730,314,"Purchase it for the 12MP snapper , if nothing else .",neutral
731,125,"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral
732,659,No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,neutral
733,366,The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive
734,398,The measures taken will cause one-time costs during the final part of 2006 .,neutral
735,907,`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',neutral
736,470,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",negative
737,635,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral
738,702,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral
739,913,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",neutral
740,413,"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral
741,827,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,neutral
742,65,Other details were not provided .,neutral
743,452,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral
744,144,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative
745,129,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,positive
746,582,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",positive
747,943,Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,neutral
748,458,Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,neutral
749,37,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive
750,885,Clothing chain Sepp+ÃÂ±l+ÃÂ± 's net sales increased by 7.0 % to EUR 30.8 mn .,positive
751,612,"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative
752,257,"The opportunity will be available only for few employees , however .",neutral
753,280,"France T+ÃÂ®l+ÃÂ®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",neutral
754,28,It is expected to be online by 2011 .,neutral
755,510,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .",neutral
756,858,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,positive
757,16,"However , the total orders received will still be above last year s levels .",positive
758,42,Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral
759,271,"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",positive
760,623,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive
761,213,Europe however remains an important and strong market for us .,neutral
762,684,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",neutral
763,984,"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral
764,201,"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",positive
765,269,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative
766,301,"By the end of 2006 , the number of joint branch offices will total 170 .",neutral
767,620,"So far , Mr. Galvan he has been able to avoid laying off workers .",positive
768,360,"Linde acts responsibly towards its shareholders , business partners , employees , society and the environment - in every one of its business areas , regions and locations across the globe .",neutral
769,71,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",neutral
770,664,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative
771,727,"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",neutral
